skuname_ean,dollar_sales,volume_sales,is_client,serving_style,Indulgent brands vs Others,Topping Grouping,Deluxe/Supreme vs Others,Meat Combo/ Supreme/ Deluxe vs Others,Topping_Grouped,Veg vs Non-Veg,Sauce,Gluten Free,Updated Price Tier_PL,Crust Type - Higher level ,Pack Size - Panel,Pack Size Grouped,Cooking Style,Thickness of Crust,Healthy vs Regular Crust,Pack Count,Pack Type_Panel,Vegan(Nestle),Natural.Claim(Nestle),Non.Gmo(Nestle),Organic.Claim(Nestle),Plant.Based.Protein(Nestle),Preservative.Claim(Nestle),BFY Rolled up
0009350602117,3443.390708,469.0259814,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085584000604,4150.355435,625.1082859,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000606167654,0,0,0,Multi Serve,Non- Indulgent,Ao Topping,Others,Others,Ao Topping,PL,PL,No Gluten Claim Present,Value,Regular Crust,18.2 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000855365435,146391.36,62883.375,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007390000516,40419.88999,8795.504512,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009350602887,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000114502509,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000425667514,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085264200625,527907.1132,81192.82038,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009492256281,5034.03649,659.2768146,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0081001297003,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0081005208007,437.080319,73.97164831,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0082578301020,72984.67292,10753.52838,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001205746473,239418.3722,34360.92068,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001077029707,351377.7001,57408.33424,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570630026,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000453048585,1024.846238,525.481218,0,Multi Serve,Non- Indulgent,Ao Topping,Others,Others,Ao Topping,PL,PL,No Gluten Claim Present,Value,Regular Crust,14.15 Oz,Small (<=20 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0003870895286,43807.40602,10263.06361,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218050128,879729.9493,197769.0901,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,Vegetarian,White,No Gluten Claim Present,Mid Tier,Regular Crust,18.85 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001025007337,1502475.397,267961.2904,0,Multi Serve,Non- Indulgent,Ao Topping,Others,Others,Ao Topping,PL,PL,No Gluten Claim Present,Value,Thin,14.4 Oz,Small (<=20 Oz),Conv Oven,Thin,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007738720613,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000676098145,179822.85,30458.30625,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000790592032,21.77,10.8375,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192102039,12.95940858,2.682680121,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192149079,13102031.96,3553251.353,1,Multi Serve,Non- Indulgent,Sausage,Others,Others,Sausage,Non-Veg,Red Sauce,No Gluten Claim Present,Value,Regular Crust,20.9 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Over Wrap,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0002660513007,225009.3059,34836.51002,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0088570910171,654438.6989,90419.27203,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570630222,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000190089190,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003870895285,49397.25222,11591.58573,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002100007391,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004227200193,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004300008078,22.04387496,4.662341304,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000061480694,230314.4884,122405.2321,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000503545657,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218076269,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000130783318,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063759910005,121477.6375,14828.08491,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000025808305,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570630376,127575.222,27162.72274,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001212179054,738931.3301,206067.3747,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,PL,PL,No Gluten Claim Present,Value,Regular Crust,14.5 Oz,Small (<=20 Oz),Conv Oven,PL,PL,1 Ct,Over Wrap,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000850547294,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000016095646,2.947589825,2.108592119,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000353775133,1614393.288,265123.8022,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004219700021,1340429.113,451035.2809,0,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,NA,No Gluten Claim Present,Value,Rising Crust,28.45 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,NA,1 Ct,Over Wrap,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000200871518,25836.53032,5886.195484,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192145842,17179.0803,6627.367463,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0083041500927,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000613570320,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085587300895,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000909847253,15354.3268,6302.812416,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192100018,38.76,7.8125,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000661185897,879153.5315,351274.3951,0,Multi Serve,Non- Indulgent,Vegetarian,Others,Others,Vegetarian,Vegetarian,PL,No Gluten Claim Present,Value,Rising Crust,29.35 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000029540634,1389813.928,414365.5803,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,PL,PL,No Gluten Claim Present,Value,Rising Crust,29 Oz,Medium (20-30 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0005070614330,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000008403980,159637.6423,68469.88162,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192154192,5.206203457,1.553860961,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0083041500999,2551295.434,261037.9158,0,Multi Serve,Non- Indulgent,Uncured Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,Gluten Free Claim,Premium,Ao Crust,11.42 Oz,Small (<=20 Oz),Conv Oven,Thin,Healthy,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,Preservative-Free Claim,BFY
0085493400773,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0067400700126,6516.304812,722.6573777,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000928705293,203.1477963,34.37630563,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0067400712221,2515.146606,281.0801256,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0087145900132,9431487.14,1132960.954,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,Vegetarian,Red Sauce,Gluten Free Claim,Premium,Regular Crust,15.7 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Healthy,1 Ct,Box,Vegan Claim,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,Plant-Based Protein Claim,No Preservative-Free Claim Present,BFY
0003870895307,40507.19987,7640.190583,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004309856351,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192191381,2724744.406,463811.5144,1,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,Red Sauce,No Gluten Claim Present,Mid Tier,Wood Fired,15.7 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0088570901021,177812.7712,29309.62577,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0086000022554,181928.7897,18629.76772,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000008657392,38.53640254,4.13480714,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000480563407,4676353.727,873727.9359,0,Multi Serve,Non- Indulgent,Chicken,Others,Others,Chicken,Non-Veg,PL,No Gluten Claim Present,Value,Thin,14.1 Oz,Small (<=20 Oz),Conv Oven,Thin,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0801429430371,1819904.249,481420.4323,0,Multi Serve,Non- Indulgent,Ao Topping,Others,Others,Ao Topping,Non-Veg,NA,No Gluten Claim Present,Value,Regular Crust,45.6 Oz,Large (>= 30 Oz),Conv Oven,Thick/Original,NA,3 Ct,Bag In Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0064313031460,586509.0192,158038.0533,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000942700001,1338.61836,135.8305515,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001124740612,347120.2347,27693.47263,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009350602907,8593.974357,991.7159584,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0073178945589,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000595282032,200766.9558,56432.13703,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003913116974,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570619103,2243736.374,540146.5506,0,Multi Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Ao Topping,Non-Veg,Red Sauce,No Gluten Claim Present,Mid Tier,Regular Crust,25.49 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007570630484,5915.103352,1863.899429,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000853969261,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085001598245,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001202980027,57276.04481,11000.90164,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000956664049,437407.6235,79309.87847,0,Multi Serve,Non- Indulgent,Ao Topping,Others,Others,Ao Topping,PL,PL,No Gluten Claim Present,Value,Ao Crust,11.46 Oz,Small (<=20 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0063759930004,49916.7369,6730.799217,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000948231316,9.610497924,2.36929495,0,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Rising Crust,32.7 Oz,Large (>= 30 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000020122053,8.21,4.0975,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0081735001018,415.1652983,22.37017575,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000730955246,256040.4368,46880.47228,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000186529586,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001990372300,4528476.05,741095.786,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,Vegetarian,PL,No Gluten Claim Present,Value,Regular Crust,17.9 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007192138403,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192154674,83.32068312,16.12535989,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003870895284,114422.6673,16359.49415,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0061290036371,107087.4888,8887.737079,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004980020859,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218063979,42756253.52,12764880.32,0,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,Red Sauce,No Gluten Claim Present,Mid Tier,Rising Crust,27.35 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0002182113345,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000055101678,694863.5574,236211.6564,0,Multi Serve,Non- Indulgent,Chicken,Others,Others,Chicken,PL,PL,No Gluten Claim Present,Value,Rising Crust,26.9 Oz,Medium (20-30 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0003952870028,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570630518,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218063342,6510734.748,1484709.988,0,Multi Serve,Non- Indulgent,Bacon,Others,Others,Bacon,Non-Veg,Red Sauce,No Gluten Claim Present,Value,Thin,15.39 Oz,Small (<=20 Oz),Conv Oven,Thin,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0073178903522,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0061891511012,14081.2,2890.5,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000850547314,143403.87,57751.45625,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000595282429,8826.264777,1957.421087,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007465329355,2026795.507,580527.3094,1,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,Vegetarian,NA,No Gluten Claim Present,Value,Rising Crust,25 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,NA,1 Ct,Over Wrap,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0071921949471,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002182112123,127419.5098,30401.95466,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0081496700005,7168.664515,1156.5626,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000003934412,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004219700206,6079501.398,1405244.604,0,Multi Serve,Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Bacon,Non-Veg,Red Sauce,No Gluten Claim Present,Mid Tier,Regular Crust,25.25 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Over Wrap,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0081459801010,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085003702204,476.0568013,50.65807561,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570630375,48839.87102,9885.2678,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0062845168431,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
